3d compatibility|<page title>|ac adapter included|ac power in|analog signal format system|aspect ratio|audio input|audio output|backlight type|bezel width side|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|card reader integrated|certification|colour of product|common interface ci|common interface plus ci|compatible memory cards|compliance industry standards|component video ypbprycbcr in|composite sync|composite video in|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h with stand|dimensions wxdxh|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display viewable area hxv|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|energy efficiency class|energy star certified|epeat compliance|ethernet lan|feet colour|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|headphone connectivity|headphone out|height|height adjustment|height with stand|horizontal scan range|input frequency|input voltage|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|microphone in|mobile highdefinition link mhl|nonoperating altitude|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|quantity|quick start guide|relative humidity|response time|rms rated power|rs232 ports|safety|screen format adjustments|screen saving functions|separate hv sync|source datasheet|standby led|storage relative humidity hh|storage temperature tt|supported graphics resolutions|supported video modes|svideo inputs quantity|swivel angle range|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|vertical scan range|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported
No|NEC EA193Mi-BK - MediaShopUK||||5:4||||||['No', 'No', 'No']||['No', 'No', 'No']||['No', 'No']|['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||RoHS, TCO 6.0|['Black', 'Black']||||||Yes|1|Ultra Contrast|1000:1||65 mm|213.9 mm|31.5 - 81.1 kHz|56 - 75 Hz|||LCD|250 cd/m²|"482.6 mm (19 "")"|48.2 cm|16.77 M|1280 x 1024 pixels|||||1|Yes|1||||Yes|Silver||||HD-ready|Yes|||3.5 mm|1|338 mm|Yes|386.4 mm|||||||['Yes', 'Yes']|||||0 - 12.1 m||||['Yes', 'Yes']||['Yes', 'Yes']|0 - 2000 m|20 - 80 %|5 - 35 °C|||||||||Yes||0.29 x 0.29 mm||['Yes', 'Yes']|18 W||0.35 W||||['Yes', 'Yes']||||||6 ms||||||Yes|['.', '.']|['Yes', 'Yes']|10 - 85 %|-10 - 60 °C|1280 x 1024 (SXGA)||||Yes||No|Yes||['No', 'No']||||100 x 100 mm|1|||||178 °|178 °||Yes|4 kg|6 kg|408 mm|408 mm||
No|Benq GW2460HM - MediaShopUK||||16:9||||||['No', 'No']||['Yes', 'Yes']||['Yes', 'Yes']||||['Black', 'Black']||||||||2000000:1|3000:1||194 mm||||||LED|250 cd/m²|"609.6 mm (24 "")"||16.77 M|1920 x 1080 pixels||||||Yes||||Unspecified|Yes|||||Full HD|Yes||1|3.5 mm||565 mm|No|||||||||||||||['17', '17']||['Yes', 'Yes']||||||||||||||||0.276 x 0.276 mm||||||0.3 W|22 W||||||||4 ms|||||||||||1920 x 1080 (HD 1080)||||||No|Yes|-5 - 20 °|No||||100 x 100 mm|1|||||178 °|178 °||Yes|3.6 kg||434 mm|||
No|Samsung S22C200BW - MediaShopUK||||16:10||||||['No', 'No']||['No', 'No']|||['AC, VGA', 'AC, VGA']||TCO|['Black', 'Black']||||||||Mega Contrast|1000:1||77.4 mm|185 mm|||||LED|250 cd/m²|"558.8 mm (22 "")"|55.88 cm|16.77 M|1680 x 1050 pixels|||TN+Film|||||||Unspecified|Yes|Gold||||HD-ready|No|||||329.8 mm|No|413.5 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']|||||||||||||10 - 80 %|10 - 40 °C||5.1 kg|140 mm|403 mm|598 mm||||||0.282 x 0.282 mm||||||0.1 W|24 W||||||||5 ms|||||||['.', '.']||||1680 x 1050 (WSXGA+)||||||No|Yes|-1 - 20 °|No||||100 x 100 mm|1|||473.76 mm|296.1 mm|170 °|160 °||Yes|3.55 kg|3.85 kg|502.4 mm|502.4 mm||
No|DELL S Series S2340L - MediaShopUK||Yes||16:9|||||No|['No', 'No']||||['Yes', 'Yes']|['AC, HDMI, VGA', 'AC, HDMI, VGA']|||['Black', 'Black']||||||||8000000:1|1000:1||175.8 mm||||||LED|250 cd/m²|"584.2 mm (23 "")"|58.42 cm|16.77 M|1920 x 1080 pixels|||IPS||||||||Yes|Silver|No|||Full HD||['Yes', 'Yes']|1|||398.9 mm||||50/60 Hz|100 - 240 V|['Yes', 'Yes']|['Yes', 'Yes']|['Yes', 'Yes']|['Yes', 'Yes']||||||||['1 pcs', '1 pcs']|||['Yes', 'Yes']||20 - 80 %|10 - 40 °C||4.95 kg|||||||||0.265 x 0.265 mm||['Yes', 'Yes']||||0.5 W|19 W||['Yes', 'Yes']||||['Yes', 'Yes']||7 ms|||||||['.', '.']|['Yes', 'Yes']|5 - 90 %|-20 - 60 °C|1920 x 1080 (HD 1080)|1080p|||||No|||No|||||1|||509.18 mm|286.41 mm|178 °|178 °|||2.95 kg|3.91 kg|532.2 mm||No|['Yes', 'Yes']
No|HP ZR2740w - MediaShopUK||||16:9||||||['No', 'No', 'No']||||['Yes', 'Yes']||||['Black', 'Black']|||||||||1000:1||68 mm|235 mm|||||LED|380 cd/m²|"685.8 mm (27 "")"||1070 M|2560 x 1440 pixels|||||1||1|||||||||No|Yes|||||392 mm||540 mm||||||||||||||||||||20 - 80 %|5 - 35 °C|||||||||||0.233 x 0.233 mm||['Yes', 'Yes']||||2 W|120 W||||||||12 ms|||||||['.', '.']|||||||-45 - 45 °|||||-5 - 35 °||4|||||||||178 °|178 °||||10.5 kg|646 mm|646 mm||
|Philips 273V5LHSB - MediaShopUK||Yes||16:9|||W-LED|||||||['Kensington', 'Kensington']|||RoHS, Lead-free, Mercury Free|['Black', 'Black']||||BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TCO certified, TUV/ISO9241-307, cETLus, WEEE||||10000000:1|1000:1||57 mm|240 mm|||||LED|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels|Yes||LCD/TFT|||||||Unspecified|Yes|Silver||||Full HD|||1|||398 mm||471 mm|30 - 83 kHz|50/60 Hz|100 - 240 V|['Operation, Stand-by', 'Operation, Stand-by']|||||['30.000 h', '30.000 h']|||||||['Yes', 'Yes']|['CHI (SIMPL), CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR', 'CHI (SIMPL), CZE, DEU, DUT, ENG, ESP, FIN, FRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR']|['Yes', 'Yes']||20 - 80 %|0 - 40 °C||6.17 kg|139 mm|482 mm|698 mm||||||0.311 x 0.311 mm||['Yes', 'Yes']||0.3 W||0.5 W|23.14 W|||||['1', '1']|||5 ms||||||Yes|['.', '.']|||-20 - 60 °C||||||Yes||Yes|||||56 - 75 Hz|100 x 100 mm|1|||597.88 mm|336.31 mm|170 °|160 °||Yes|4 kg|4.53 kg|646 mm|646 mm||
No|Wortmann AG Terra 2230W, Greenline Plus - MediaShopUK|['Yes', 'Yes']|||16:10||||||['No', 'No']||['Yes', 'Yes']||['Yes', 'Yes']|['AC, Audio (3.5mm), DVI, VGA', 'AC, Audio (3.5mm), DVI, VGA']||CE, CB, TUV GS, ISO 9241-307, TCO Displays 6.0|['White', 'White']||||||||15000000:1|||52 mm|213 mm|30 - 82 kHz|56 - 76 Hz|||LED|250 cd/m²|"558.8 mm (22 "")"||16.77 M|1680 x 1050 pixels||||||Yes||||Unspecified|Yes||||||Yes|||||342 mm|No|408 mm||50/60 Hz|100 - 240 V|||||||||||||['Yes', 'Yes']||||||||||||||||0.282 x 0.282 mm||['Yes', 'Yes']||||0.5 W|16 W||||||||5 ms|||||||||||1680 x 1050 (WSXGA+)||||||No|Yes|-5 - 20 °|No||||100 x 100 mm|1|||||170 °|160 °||Yes|3.7 kg||518 mm|518 mm||
No|AOC E2470SWHE LED display - MediaShopUK||||16:9||||||['No', 'No', 'No']||['No', 'No', 'No']||['Kensington', 'Kensington']|['HDMI, VGA', 'HDMI, VGA']|||['Black', 'Black']||||||||20000000:1|1000:1|Yes|78.2 mm||||||LED|250 cd/m²|"599.4 mm (23.6 "")"|59.9 cm|16.77 M|1920 x 1080 pixels|||LCD|||No||||Unspecified|Yes|Gold||['Black', 'Black']|['No', 'No']|Full HD|No||2|||396.9 mm|No|||50/60 Hz|110 - 240 V|||||||||||||['Yes', 'Yes']||||||||||||||||0.276 x 0.276 mm||||0.5 W||0.5 W|26 W||||||||5 ms|||||||['.', '.']||||||||||No|||['No', 'No']||||100 x 100 mm|1|||||170 °|160 °||Yes|3.58 kg||551.4 mm|||
No|AOC E960SRDA LED display - MediaShopUK||Yes||5:4|||||No|['No', 'No']|['No', 'No']|['Yes', 'Yes']||['Kensington', 'Kensington']||['No', 'No']|CE, cTUVus, EuP, FCC, ISO 9241-307, GOST, RoHS, TCO 5.0, TÜV-GS|['Black', 'Black']|||['No', 'No']|||||20000000:1|1000:1||210 mm||30 - 80 kHz|50 - 76 Hz|||LED|250 cd/m²|"482.6 mm (19 "")"|48.3 cm|16.77 M|1280 x 1024 pixels|||||||1|||Unspecified|Yes|Silver|No||||No|||||405.1 mm|No||||90 - 240 V|||||||No|||['1', '1']|||['Yes', 'Yes']||['Yes', 'Yes']||||||||||||No||0.294 x 0.294 mm||['Yes', 'Yes']||0.5 W||0.5 W|22 W||||||||5 ms|||||||['.', '.']||||1280 x 1024 (SXGA)||||No||No|Yes|-5 - 15 °|No||||100 x 100 mm|1|['140 MHz', '140 MHz']||376 mm|301 mm|170 °|160 °||Yes|2.85 kg|4.2 kg|409.2 mm||No|
No|NEC MultiSync EA234WMi - MediaShopUK||||16:9|||W-LED|||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']|['Audio (3.5mm), USB', 'Audio (3.5mm), USB']|||['Black', 'Black']||||||||25000:1|1000:1||218 mm||31.5 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"584.2 mm (23 "")"|58.4 cm|16.77 M|1920 x 1080 pixels|Yes||TFT||1|Yes|1|||Unspecified|Yes|Gold||||Full HD|Yes||1||1|380.4 mm|Yes||||||||['Yes', 'Yes']||||||['2', '2', '2']|||['Yes', 'Yes']||||||||||||||||0.265 x 0.265 mm||['Yes', 'Yes']|||16 W|0.5 W|22 W||||||['Yes', 'Yes']||6 ms|['1 W', '1 W', '1 W']||||||['.', '.']||||1280 x 960, 1400 x 900, 1680 x 1056, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1280 x 720 (HD 720), 1280 x 768 (WXGA), 1360 x 768 (WXGA), 1366 ? 768, 1400 x 1050 (SXGA+), 1440 x 900 (WXGA+), 1600 x 1200 (UXGA), 1920 x 1080 (HD 1080), 640 x 480 (VGA), 800 x 600 (SVGA)|||-170 - 170 °|Yes||No|Yes|-5 - 30 °|['No', 'No']|1|||100 x 100 mm|1|||||178 °|178 °||Yes|6.4 kg||543.8 mm|||
No|Wortmann AG 3031194 LED display - MediaShopUK||Yes||16:9||||||['No', 'No']||['No', 'No']||['No', 'No']||||['Black', 'Black']||||||||15000000:1|||58 mm||||||LED|250 cd/m²|"599.4 mm (23.6 "")"|59.9 cm|16.77 M|1920 x 1080 pixels|Yes||TN+Film||||1|||Unspecified|Yes|||||Full HD|Yes||1|||340 mm|No||30 - 82 kHz|50/60 Hz|100 - 240 V|||||||||||||||||||||||||||||0.272 x 0.272 mm||['Yes', 'Yes']||||0.5 W|20 W||||||||5 ms|||||||||||1920 x 1080 (HD 1080)|1080i, 1080p, 480i, 480p, 576i, 576p, 720p|||||No|||No|||55 - 76 Hz|No|1|||||170 °|160 °||No|6 kg||557 mm|||
No|Philips 220B4LPCS - MediaShopUK||||16:10|||W-LED|||['No', 'No', 'No']||['Yes', 'Yes', 'Yes']||['Kensington', 'Kensington']|||BSMI, CE, FCC B, GOST, SASO, SEMKO, TCO 5.2, TUV Ergo, TUV/GS, UL/cUL, WEEE, RoHS|['Silver', 'Silver']||||||||20000000:1|1000:1||59 mm|227 mm|30 - 83 kHz|56 - 75 Hz|||LCD|250 cd/m²|"558.8 mm (22 "")"|55.9 cm|16.77 M|1680 x 1050 pixels|Yes|||||Yes|1||['473.76 x 296.1 mm', '473.76 x 296.1 mm']||Yes|Gold||||No|Yes||||1|349 mm|Yes|509 mm||50/60 Hz|100 - 240 V|||['Yes', 'Yes']|||['30000 h', '30000 h']||||['2', '2', '2']|||['Yes', 'Yes']|['CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS', 'CHI (SIMPL), DEU, ENG, ESP, FRE, ITA, POR, RUS']||0 - 3658 m||0 - 40 °C||['7.05 kg', '7.05 kg']|['186 mm', '186 mm']|['391 mm', '391 mm']|['565 mm', '565 mm']|Yes|||Yes||0.282 x 0.282 mm||['Yes', 'Yes']|||11.7 W|0.3 W|15.8 W||['Yes', 'Yes']|||||20 - 80 %|5 ms|['3 W', '3 W', '3 W']|||||Yes|['.', '.']|['Yes', 'Yes']||-20 - 60 °C|1680 x 1050 (WSXGA+)|||-65 - 65 °||Yes|||-5 - 20 °||2|||100 x 100 mm|1|||||170 °|160 °||Yes|3.38 kg|5.2 kg|504 mm|504 mm||['Yes', 'Yes']
No|Eizo EV2336WFS-BK - MediaShopUK||||16:9|Yes||||No|||['Yes', 'Yes']|['No', 'No']||['AC, DisplayPort, DVI', 'AC, DisplayPort, DVI']|['No', 'No']||['Black', 'Black']|||||||||1000:1||56 mm|245.5 mm|31 - 81 kHz|55 - 76 Hz|||LED|250 cd/m²|"584.2 mm (23 "")"|58 cm|16.77 M|1920 x 1080 pixels|||IPS||1||1|||Unspecified|Yes|Gold||||Full HD|Yes|['No', 'No']|||1|317.5 mm|Yes|360 mm||50/60 Hz|100 - 240 V||||['Yes', 'Yes']||||||['2', '2']|||['Yes', 'Yes']||||||||||||||||0.265 x 0.265 mm|['Horizontal/Vertical', 'Horizontal/Vertical']|['Yes', 'Yes']|47 W|||0.3 W|160.3 W||['Yes', 'Yes']||||||6 ms|['2 W', '2 W']||||||||||720 x 400, 1024 x 768 (XGA), 1280 x 1024 (SXGA), 1680 x 1050 (WSXGA+), 1920 x 1080 (HD 1080), 640 x 480 (VGA), 800 x 600 (SVGA)|1080p||-172 - 172 °|Yes|||Yes|||3||||1|['148.5 MHz', '148.5 MHz']|584 mm|510 mm|287 mm|178 °|178 °|||3.7 kg|6.3 kg|540 mm|540 mm||
No|AG Neovo X-17P - MediaShopUK|['Yes', 'Yes']|||5:4|Yes||||No|['No', 'No']||['Yes', 'Yes']|['No', 'No']|['Kensington', 'Kensington']|['AC, VGA', 'AC, VGA']||CB, FCC, CE, WEEE, RoHS, REACH|['White', 'White']|||||||1||1000:1|Yes|175 mm||24 - 82 kHz|50 - 85 Hz|||LCD|250 cd/m²|"431.8 mm (17 "")"|43.18 cm|16.77 M|1280 x 1024 pixels||||||Yes|1|||Unspecified|||No|||No|No|||||398 mm|No|||50/60 Hz|100 - 240 V||||||||||['2', '2']|||||['Yes', 'Yes']||10 - 90 %|0 - 40 °C||7.6 kg|228 mm|497 mm|486 mm|||['No', 'No']|No||0.264 x 0.264 mm||['Yes', 'Yes']|||||||||Public display||['Yes', 'Yes']||3 ms|['3 W', '3 W']||||||||||1280 x 1024 (SXGA)||1||No||No|Yes|0 - 20 °|No||||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Yes|6.6 kg||409 mm||No|
No|Philips 203V5LSB26 - MediaShopUK||Yes||16:9|||RGB-LED||No|['No', 'No']||['No', 'No']||['Kensington', 'Kensington']|||RoHS, BSMI, CE, FCC B, GOST, SEMKO, TUV/ISO9241-307, cETLus, WEEE|['Black', 'Black']||||||||10000000:1|600:1||48 mm|170 mm|30 - 83 kHz|56 - 75 Hz|465 x 170 x 345 mm||LED|200 cd/m²|"495.3 mm (19.5 "")"|49.5 cm|16.77 M|1600 x 900 pixels|Yes|||||No|||['433.9 x 236.3 mm', '433.9 x 236.3 mm']|Unspecified|Yes|Silver|No|||HD-ready|No|||||285 mm|No|345 mm||50/60 Hz|100 - 240 V|['Yes', 'Yes']||['Yes', 'Yes']|||['30000 h', '30000 h']|||||['21', '21']||['Yes', 'Yes']|['CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR', 'CHI (SIMPL), CHI (TR), CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR']|['Yes', 'Yes']||20 - 80 %|0 - 40 °C|503 x 109 x 350 mm|3.23 kg|109 mm|350 mm|503 mm||||No||0.26 x 0.26 mm||||0.5 W||0.5 W|14.52 W||['Yes', 'Yes']||||||5 ms||||||Yes|['.', '.']|['Yes', 'Yes']||-20 - 60 °C|1600 x 900||||No|Yes|No|No|-3 - 10 °|No||||100 x 100 mm|1||495 mm|433.9 mm|236.3 mm|90 °|50 °||Yes|2.03 kg|2.33 kg|465 mm|465 mm|No|['Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64', 'Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64']
|AG Neovo SC-17 - MediaShopUK||Yes||4:3||||||['No', 'No']|||||||UL/CUL, CB, FCC, CE, BSMI, WEEE, RoHS|['Black', 'Black']|||||||||1000:1||164 mm|||||||250 cd/m²|"431.8 mm (17 "")"|||1280 x 1024 pixels||||||||1|||||||||No||||1|372 mm|||31 - 80 kHz||||||['Yes', 'Yes']|||||||||||||10 - 85 %|0 - 40 °C|||||||||||0.264 x 0.264 mm|||||||26 W||||||||3 ms|['2 W', '2 W']|||||||['Yes', 'Yes']|10 - 95 %|-20 - 60 °C||||||||||No|||50 - 75 Hz|100 x 100 mm|1|||||160 °|160 °|||3.6 kg||360 mm|||
No|Viewsonic LED LCD VG2039M-LED LED display - MediaShopUK||Yes||16:9|Yes||W-LED||No|['No', 'No']|['No', 'No']|['Yes', 'Yes']|['Yes', 'Yes']|['Kensington', 'Kensington']|['AC, Audio (3.5mm), DVI, USB, VGA', 'AC, Audio (3.5mm), DVI, USB, VGA']|['No', 'No']|UL/cUL, FCC-B, REACH, RoHS|['Black', 'Black']|||['No', 'No']|||||20000000:1|1000:1||59 mm|250 mm|24 - 82 kHz|50 - 75 Hz|||LED|250 cd/m²|"508 mm (20 "")"|50.8 cm||1600 x 900 pixels|||||1||1|||Unspecified|Yes|Silver|No||||No||||1|274 mm|Yes|382 mm|||100 - 240 V|||['Yes', 'Yes']||||No|||['2', '2']|||['Yes', 'Yes']||['Yes', 'Yes']||10 - 90 %|0 - 40 °C||4.8 kg|130 mm|445 mm|521 mm|||||||||17 W||||15 W||||||['Yes', 'Yes']||5 ms|['4 W', '4 W']|||||Yes|['.', '.']||||1600 x 900, 1280 x 1024 (SXGA)|||0 - 360 °|Yes||No|Yes|-5 - 20 °|No|3|||100 x 100 mm|1||49.53 mm|432 mm|239 mm|170 °|160 °||Yes|2.6 kg|3.7 kg|466 mm|466 mm|No|['Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64', 'Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64']
|ASUS VE247H - MediaShopUK||||16:9||||||['No', 'No']||||['Kensington', 'Kensington']|||Energy Star 5.0, CEL, UL/cUL, CB, CE, EuP, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, J-MOSS, RoHS, WEEE, Windows Vista & Windows 7 WHQL|['Black', 'Black']|||||||||||201 mm||30 - 83 kHz|50 - 76 Hz||||300 cd/m²|"599.4 mm (23.6 "")"|||1920 x 1080 pixels|||||||1||||||||||Yes|['Yes', 'Yes']|1|3.5 mm|1|409.7 mm||||||||||||||||||||||||638 x 480 x 175 mm|7.1 kg|||||||||0.272 x 0.272 mm||||||1 W|35 W||||||||2 ms|['2 W', '2 W']||||||['.', '.']|['Yes', 'Yes']|||||||||||-5 - 20 °|No||||100 x 100 mm|1||599 mm|||170 °|160 °|||4.4 kg||569.4 mm|||
|iiyama ProLite E2278HD-GB1 - MediaShopUK||||16:9||||||['No', 'No']||['No', 'No']||['Kensington', 'Kensington']||||['Black', 'Black']||||||||5000000:1|1000:1||177.5 mm||||||LCD|250 cd/m²|"546.1 mm (21.5 "")"||16.77 M|1920 x 1080 pixels|||TN+Film||||1||||Yes|||||Full HD|Yes|||||369.5 mm|||30 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||||||||||||||0.248 x 0.248 mm|||||||20 W||||||||5 ms||||||Yes|['.', '.']||||||||||No||-5 - 23 °|No|||55 - 75 Hz|100 x 100 mm|1|||476.6 mm|268.1 mm|170 °|160 °||Yes|2.8 kg||514.5 mm|||
No|Viewsonic Value Series VA2349S - MediaShopUK||Yes||||||||['No', 'No', 'No']||||['Kensington', 'Kensington']||||['Black', 'Black']|||||||1|20000000:1|1000:1||395.1 mm||24 - 82 kHz|50 - 75 Hz|||LCD|250 cd/m²|"584.2 mm (23 "")"|||1920 x 1080 pixels|||LCD|||Yes|1|||Unspecified|Yes|Silver||||Full HD|No|||||213.5 mm||||50/60 Hz|100 - 240 V|||['Yes', 'Yes']||||||||||||||10 - 90 %|0 - 40 °C||||||||||||||||||22 W||||||['Yes', 'Yes']||5 ms|||||||['.', '.']||||1920 x 1080 (HD 1080)|1080p|||||No|||['No', 'No']||||100 x 100 mm|1|||||178 °|178 °||Yes|4 kg||548.4 mm|||['Yes', 'Yes']
No|iiyama ProLite XB2783HSU - MediaShopUK||Yes||5:4, 16:9|||||No|['No', 'No', 'No']||['Yes', 'Yes', 'Yes']|['Yes', 'Yes', 'Yes']|['Kensington', 'Kensington']|['Audio (3.5mm), DVI, USB, VGA', 'Audio (3.5mm), DVI, USB, VGA']||TCO, CE, TÜV-GS, VCCI-B, PSE, CU|['Black', 'Black']||||||||5000000:1|3000:1||230 mm||30 - 80 kHz|55 - 75 Hz|||LED|300 cd/m²|"685.8 mm (27 "")"|68.6 cm|16.77 M|1920 x 1080 pixels|||A-MVA|||Yes|1|||Unspecified|Yes||No|||Full HD|Yes||1|3.5 mm|1|400.5 mm|Yes||30 - 80 kHz|50/60 Hz|100 - 240 V|['Yes', 'Yes']||['Yes', 'Yes']|||||||['2', '2', '2']|['10', '10']||['Yes', 'Yes']|['CHI (SIMPL), CHI (TR), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS', 'CHI (SIMPL), CHI (TR), DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS']|['Yes', 'Yes']|||||||||||['No', 'No']|Yes|0 - 90 °|0.277 x 0.277 mm||['Yes', 'Yes']||||0.5 W|34 W|['Yes', 'Yes']|['Yes', 'Yes']|||['1', '1']|['Yes', 'Yes']||4 ms|['4 W', '4 W', '4 W']|||||Yes|['.', '.']|['Yes', 'Yes']|||1280 x 1024 (SXGA), 1920 x 1080 (HD 1080)|1080p||-45 - 45 °|Yes||Yes|Yes|-5 - 20 °|['No', 'No']|3||55 - 75 Hz|100 x 100 mm|1||686 mm|335.66 mm|596.74 mm|178 °|178 °||Yes|6 kg||622.5 mm||No|['Windows 2000, Windows 2000 Professional, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64', 'Windows 2000, Windows 2000 Professional, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64']
