3d type|<page title>|additional information|adjustable display angle|adjustable display height|adjustable display pivot|aspect ratio|backlight technology|brand name|brightness|builtin devices|certifications  standards|colour|colour support|component video|composite video|contrast ratio|country of origin|depth|depth with stand|display orientation|displayport|dvi|energy consumption per year|energy efficiency class|features|firewireilink|green compliance certificateauthority|green compliant|hdcp supported|hdmi|headphone|height|height with stand|horizontal frequency|horizontal viewing angle|input voltage|limited warranty|manufacturer|manufacturer part number|maximum adjustable height|maximum resolution|mount type|network rj45|number of screens|number of speakers|offmode power consumption|operating power consumption|package contents|package type|packaged quantity|panel technology|platform supported|postconsumerwaste|product line|product model|product name|product series|product type|recycled|recycled content|response time|screen mode|screen size|screen surface|sdi|sdi standard|speakers|standard refresh rate|standby power consumption|svideo|swivel angle|system requirements|thunderbolt|tilt angle|usb|usb standard|vertical viewing angle|vesa mount compatible|vesa mount standard|vga|webcam|weight approximate|weight with stand approximate|width|width with stand
|UM.FB6EE.009, 8654G87, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Acer|250 cd/m²|Speaker||Dark Grey|16.7 Million Colours|||100,000,000:1||221.2 mm||||Yes|||||"['ENERGY STAR', 'EPEAT Gold', ""TCO '06""]"|Yes|Yes|||385.5 mm|||170°|['110 V AC', '220 V AC']|3 Year|Acer, Inc|UM.FB6EE.009|150 mm|1920 x 1080|||1|2|350 mW|20.90 W|B246HL Widescreen LCD Monitor1 x VGA Cable1 x DVI CablePower Cord|||Twisted Nematic Film (TN Film)||||B246HL|B246HL Widescreen LCD Monitor|B|LCD Monitor|||5 ms|Full HD|"61 cm (24"")"|Anti-glare|||Yes|60 Hz|450 mW||60°|||-5°to35°|||160°|Yes|100 x 100|Yes||3.44 kg|6.09 kg|567 mm|
|DSM17LED-WGF, VIGDSM17LEDWGF, Vigilant Vision, Ltd, Kingsfield Computer Products Ltd|||||4:3|LED|Vigilant|250 cd/m²|Speaker|CE FCC|Black|16.7 Million Colours|||1,000:1|||||||||Sleep Timer||['WEEE', 'ENERGY STAR', 'RoHS']|Yes||Yes|||||178°|||Vigilant Vision, Ltd|DSM17LED-WGF||1280 x 1024|||1|2||30 W|"17"" (4:3) LED Monitor with Glass Front Metal Case Power Supply Kettle Lead VGA Cable Audio Cable Remote Control User Manual"||||PC||||"17"" (4:3) LED Monitor with Glass Front Metal Case"||LCD Monitor|||5 ms|SXGA|"43.2 cm (17"")"||||Yes|75 Hz|||||||||170°|Yes|100 x 100|Yes||4.80 kg|||
|E2460PHU, 2500820, AOC, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|AOC|250 cd/m²|['Speaker', 'USB Hub']|CEFCCISO 9241-307TUV-GS|Black|16.7 Million Colours|||1,000:1||244.6 mm|||No|Yes|||Security Lock||['TCO Displays 5.0', 'EPEAT Gold', 'ENERGY STAR 5.0', 'RoHS']|Yes|Yes|Yes||524.2 mm|||170°|['220 V AC', '110 V AC']||AOC|E2460PHU||1920 x 1080|Wall Mountable||1||||"LED Monitor - e2460Phu Professional 60.97cm (24"")Power CableD-Sub CableDVI-D CableAudio CableUSB CableWarranty Card"||||PC||Professional|e2460Phu|"LED Monitor - e2460Phu Professional 60.97cm (24"")"||LCD Monitor|||2 ms|Full HD|"61 cm (24"")"||||Yes|60 Hz|||||||Yes||160°|Yes|100 x 100|Yes||6.54 kg||565.4 mm|
|UM.IV6EE.A01, ACEV206HQLAB, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|200 cd/m²|||Black|16.7 Million Colours|||100,000,000:1|||191 mm||||||||['MPR II', 'EPEAT Gold']|Yes||||276.2 mm|362.20 mm||90°|['110 V AC', '220 V AC']|3 Year|Acer, Inc|UM.IV6EE.A01|No|1600 x 900|||1||350 mW|16.20 W|V206HQL Widescreen LCD Monitor1 x VGA CablePower Cord|||Twisted Nematic Film (TN Film)||||V206HQL|V206HQL Widescreen LCD Monitor|V|LCD Monitor|||5 ms|HD+|"49.5 cm (19.5"")"|Anti-glare||||60 Hz|450 mW||No|||-5°to25°|||65°|Yes|100 x 100|Yes||||463.4 mm|463.40 mm
|60003397, 3967995, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd|||||16:9|LED|NEC Display|450 cd/m²|Speaker|CETÜV GSC-tickFCC Class BUL/C-ULCSAPSBVCCI|Black|||Yes|1,300:1||68.3 mm||Landscape/Portrait|Yes|Yes|||['TileMatrix (10x10)', 'Ambient Light Sensor', 'Digital Signage Ready', 'Eco Mode', 'Digital Daisy Chain', 'Picture in Picture', 'Screen Saver']||RoHS|Yes|Yes|Yes||565.4 mm|||178°||3 Year|NEC Display Solutions|60003397||1920 x 1080|Wall Mountable|Yes|1|2|500 mW||"LCD 42"" Public DisplayDVI-D CablePower CableRemote Control"|||Super In-plane Switching (S-IPS) Technology|PC||MultiSync|V423|"LCD 42"" Public Display"|V|LCD Monitor|||12 ms||"106.7 cm (42"")"||||Yes|60 Hz|1 W||||||||178°|Yes|300 x 300|Yes||16.80 kg||972.5 mm|
|K9601637, 2913251, Barco, LCD Monitor, Kingsfield Computer Products Ltd||||Yes|4:3||Barco|1000 cd/m²|USB Hub|CSA C22.2 NO. 60950-1-03 1ST EditionUL 60601-1 1ST EditionCAN/ CSA-C22.2 NO. 601.1-M90UL 60950-1 1ST EditionIEC 60601-1 2ND ED:1988 + A1:1991 + A2:1995IEC 60950-1:2001 1ST EditionCE - 2004/108/ECCE - 93/42/EC, A1:2007/47/EC CLASS IIBDEMKO - EN 60601-1DEMKO - EN 60950-1CCC - GB9254-1998 + GB4943-2001 + GB17625.1-2003VCCIFCC Class BBSMIKETIFDA 510K||1024 Gray Levels (10-bit)|||900:1||114 mm|249 mm|Landscape/Portrait||Yes|||||RoHS|Yes||||382 mm|532 mm||170°||5 Year|Barco|K9601637||2048 x 1536|||1|||54 W|3 MegaPixel Diagnostic Grayscale Display SystemMain CablesGetting Started GuideQuick-Installation SheetVideo Cable (DVI Dual Link)External Power SupplyMediCal QAWeb Software|||In-plane Switching (IPS) Technology|||Nio|E-3620 MA|3 MegaPixel Diagnostic Grayscale Display System||LCD Monitor|||50 ms|QXGA|"52.8 cm (20.8"")"|Anti-reflective|||||||||||Yes|USB 1.1|170°|Yes|100 x 100||||11.50 kg|488 mm|488 mm
|VN289Q, 3023740, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Asus|300 cd/m²|Speaker||Black|16.7 Million Colours|||80,000,000:1||63.7 mm|210 mm||Yes|Yes|||['Security Lock', 'Game Mode', 'Picture in Picture', 'Flicker-free', 'VividPixel Technology', 'Picture by Picture', 'Mobile High-Definition Link (MHL)', 'QuickFit', 'Eye-Care', 'Reading Mode', 'Splendid Video Intelligence Technology', 'Trace Free Technology']||||Yes|Yes|Yes|380.7 mm|450.70 mm|80 kHz|178°|||ASUS Computer International|VN289Q||1920 x 1080|Wall Mountable||1|2|500 mW|35 W||||Vertical Alignment (VA)|PC|||VN289Q|VN289Q Widescreen LCD Monitor|VN|LCD Monitor|||5 ms|Full HD|"71.1 cm (28"")"||||Yes||500 mW|||||-5°to20°|||178°|Yes|100 x 100|Yes||5.20 kg||660.2 mm|660.20 mm
|C221S3UCW/00, 2784180, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Philips|150 cd/m²||EMC: CE Mark, IEC/EN60601-1-2 Safety: CE Mark, IEC/EN60601-1 Ergonomic/Others: JIS Z2801|White|16.7 Million Colours|||1,000:1||59 mm|201 mm||||||['Security Lock', 'SmartErgoBase']||['ENERGY STAR', 'RoHS', 'WEEE', 'EPEAT Silver']|Yes||||323 mm|402 mm||160°|['220 V AC', '110 V AC']||Philips Electronics|C221S3UCW/00||1920 x 1080|||1||0 mW|10.30 W|||||['Mac', 'PC']|||C221S3UCW|"LCD Monitor Clinical Review Display 21.5"" / 54.6 cm"||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"|||||60 Hz|300 mW||||||Yes|USB 2.0|150°|Yes|100 x 100|||3.44 kg|3.85 kg|507 mm|507 mm
|EV2336WFS3-BK, EIZOEV2336WFSBK, Eizo Nanao, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Eizo|300 cd/m²|['USB Hub', 'Speaker']|TUV/Ergonomics (including ISO9241-307) TUV/GS C-Tick CE CB cTUVus FCC-B Canadian ICES-003-B TUV/S VCCI-B CCC GOST-R|Black|16.77 Million Colors|||1,000:1||56 mm|233 mm||Yes|Yes|||['Flicker-free', 'EcoView Sense', 'Brightness Sensor', 'Auto EcoView', 'EcoView', 'Eye-Care']||['China RoHS', 'WEEE', 'RoHS', 'ENERGY STAR', 'EPA', 'TÜV', 'EPEAT Gold', 'TCO Certified Displays 6.0']|Yes|Yes||Yes|317.5 mm|478.50 mm||178°|['220 V AC', '110 V AC']|5 Year|Eizo Nanao Tech|EV2336WFS3-BK|140 mm|1920 x 1080|||1|||40 W|FlexScan EV2336WFS3-BK Widescreen LCD Monitor AC Power Cord Signal Cables (DVI-D - DVI-D, DisplayPort - DisplayPort) EIZO LCD Utility Disk (PDF user's manual, ScreenManager Pro for LCD [DDC/CI] EIZO ScreenSlicer Software Setup Guide|||In-plane Switching (IPS) Technology|||FlexScan|EV2336WFS3-BK|FlexScan EV2336WFS3-BK Widescreen LCD Monitor|EV|LCD Monitor|||6 ms|Full HD|"58.4 cm (23"")"||||Yes|76 Hz|300 mW||344°|||5°to35°|Yes|USB 2.0|178°|Yes|100 x 100|Yes||3.70 kg|6.10 kg|540 mm|540 mm
|60003330, NECTFTSV241, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10||NEC Display|360 cd/m²|USB Hub|CETUV ErgonomicsTUV GSC-tickGEEA/Energy LabelFCC Class BPCT/GostUL/C-ULCSACCCISO 9241-307 (pixel failure class I)PCBC/B-markPSB|Black|1.07 Billion Colors|||1,000:1||227.6 mm||Landscape|Yes|Yes|||['Carbon Footprint Meter', 'Ambient Light Sensor', 'TileComp', 'TileMatrix Support', 'Picture in Picture', 'CableComp+', 'Security Lock']||['ErP', 'RoHS', 'MPR III', 'TCO Displays 5.0', 'MPR II']|Yes||||528 mm|||178°|['110 V AC', '220 V AC']|3 Year|NEC Display Solutions|60003330||1920 x 1200|||1|||95 W|SpectraView Reference 241Power CableSignal Cable DisplayPortCD-ROMSales Office ListUser ManualCD-ROM With SpectraView Profiler Software And ManualDetachable Black Light Protection HoodSpectraView Certifier DocumentSignal Cable: DVI-D - DVI-D|||In-plane Switching (IPS) Technology|PC||SpectraView|Reference 241|SpectraView Reference 241||LCD Monitor|||8 ms|WUXGA|"61 cm (24"")"|||||60 Hz|1 W||||||Yes||178°|Yes|200 x 100|Yes||10.60 kg||556.8 mm|
|VG2732M-LED, B921480, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd||Yes||||LED|Viewsonic|300 cd/m²|['Speaker', 'USB Hub']||Black|16.7 Million Colours|||1,200:1||65 mm|241 mm||Yes|Yes|||||||Yes|||391 mm|434 mm||170°|||Viewsonic Corporation|VG2732M-LED||1920 x 1080|Wall Mountable||1|||55 W|||||['Mac', 'PC']|||VG2732m-LED|VG2732m-LED Widescreen LCD Monitor||LCD Monitor|||3 ms|Full HD|"68.6 cm (27"")"|Anti-glare|||Yes||||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||5.22 kg|6.58 kg|642 mm|642 mm
|LC23A550US/EN, 100232, Samsung, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Samsung|250 cd/m²||CEISO 13406/2|Black|16.7 Million Colours||||||232.80 mm||||||||['ENERGY STAR', 'EPEAT Gold']|Yes|Yes|Yes|||433.90 mm||170°|['220 V AC', '110 V AC']|2 Year|Samsung|LC23A550US/EN||1920 x 1080|||1|||30 W|SyncMaster C23A550U Widescreen LCD MonitorSignal CablePower CablePower SupplyUSB 3.0 CableDriver CDMulti-Screen Software (CD)Manual (CD)||||PC||SyncMaster|C23A550U|SyncMaster C23A550U Widescreen LCD Monitor|550|LCD Monitor|||2 ms|Full HD|"58.4 cm (23"")"|||||60 Hz|||||||Yes|USB 3.0|160°|||Yes||4.10 kg|||550.40 mm
|F0W81AA#ABB, HP, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|HP|250 cd/m²|USB Hub||Silver||||5,000,000:1||55 mm|516.56 mm||Yes|Yes|||Security Lock||['ENERGY STAR', 'TCO Certified Edge', 'EPEAT Gold', 'TCO Certified Displays']|Yes|Yes|||362.6 mm|276.20 mm||178°|['110 V AC', '220 V AC']|3 Year|Hewlett-Packard|F0W81AA#ABB||1920 x 1200|||1|||40 W|EliteDisplay E241i 61 cm (24'') IPS LED Backlit Monitor (ENERGY STAR) VGA cable DVI cable (only in the Asia-Pacific region) USB cable DisplayPort cable (not in the Asia-Pacific region with the exception of Australia and New Zealand) power cord Printed documentation and CD (with User Manual, warranty, drivers) Display Assistant Software|||In-plane Switching (IPS) Technology|||Elite|E241i|EliteDisplay E241i 61 cm (24'') IPS LED Backlit Monitor (ENERGY STAR)||LCD Monitor|||8 ms|WUXGA|"61 cm (24"")"|Anti-glare|||||||180°|||-5°to30°|Yes|USB 2.0|178°|||Yes|||6.58 kg|556 mm|556 mm
|E2278HD-GB1, 2504950, Iiyama, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|iiyama|250 cd/m²||CETUV-BauartVCCI-BCU|Black|16.7 Million Colours|||1,000:1||177.5 mm||||Yes|||Security Lock||['TCO Displays 5.0', 'ENERGY STAR']|Yes|Yes|||369.5 mm|||170°|['110 V AC', '220 V AC']||iiyama North America, Inc|E2278HD-GB1||1920 x 1080|Wall Mountable||1|||20 W|ProLite E2278HSDPower CableVGA (D-Sub) CableDVI-D CableStand-BaseQuick Start GuideSafety Guide||||['Mac', 'PC']||ProLite|E2278HSD|ProLite E2278HSD||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"|||||75 Hz|500 mW||||||||160°|Yes|100 x 100|Yes||2.80 kg||514.5 mm|
|60003437, ST38196, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd|||||16:9|Edge LED|NEC Display|600 cd/m²||C-tickCETUV GSFCC Class AUL/C-ULCSAPSBVCCI|Black|||Yes|3,000:1||48.3 mm|||Yes|Yes|||['Screen Saver', 'TileMatrix Support', 'Ambient Light Sensor']||['ENERGY STAR 5.1', 'RoHS']|Yes|Yes|Yes||537.1 mm|||178°||3 Year|NEC Display Solutions|60003437||1920 x 1080||Yes|1|||120 W|MultiSync X401S PG (Protective Glass)Power CableSlot CoverVGA CableFree LAN Control Software (Download)Remote Control (IR)|||Super Patterned Vertical Alignment (S-PVA) Technology|PC||MultiSync|X401S PG|MultiSync X401S PG (Protective Glass)||LCD Monitor|||8 ms|Full HD|"101.6 cm (40"")"|Anti-reflective||||60 Hz|1 W||||||||178°|Yes|300 x 300|Yes||24.40 kg||925.1 mm|
|UM.EB6EE.005, 8654G74, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Acer|250 cd/m²|Speaker||Dark Grey|16.7 Million Colours|||100,000,000:1||221.2 mm||||Yes|||||"['EPEAT Gold', ""TCO '06""]"|Yes|Yes|||505.7 mm|||170°|['220 V AC', '110 V AC']|3 Year|Acer, Inc|UM.EB6EE.005|150 mm|1680 x 1050|||1|2|450 mW|24.20 W|B226WL Widescreen LCD Monitor1 x VGA Cable1 x DVI Cable|||Twisted Nematic Film (TN Film)||||B226WL|B226WL Widescreen LCD Monitor|B|LCD Monitor|||5 ms|WSXGA+|"55.9 cm (22"")"|Anti-glare|||Yes|60 Hz|17.20 W||60°|||-5°to35°|||160°|Yes|100 x 100|Yes||3.09 kg|5.75 kg|534.2 mm|
|HX193DPB, V320089, Hannspree, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||5:4|LED|Hanns.G|250 cd/m²||CECBGOSTNemko GSFCCUL3CcULus||16.7 Million Colours|||1,000:1||66 mm||||Yes|||['Security Lock', 'Eco Mode']||['China Energy Label (CEL)', 'RoHS', 'WEEE', 'ENERGY STAR', 'TCO Certified Displays 5.2']|Yes|Yes|||388.6 mm|||170°|||Hannspree, Inc|HX193DPB||1280 x 1024|||1|2|500 mW|21.10 W|||||PC|||HX193DPB|"19"" Diagonal LED Monitor"||LCD Monitor|||5 ms|SXGA|"48.3 cm (19"")"|Anti-glare|||Yes|75 Hz|500 mW||||||||160°|Yes||Yes||3.76 kg||421.6 mm|
|9H.L9NLB.QBE, M352334, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|BenQ|300 cd/m²|Speaker||Glossy Black|16.7 Million Colours|||3,000:1||191 mm||||Yes|||['Eco Mode', 'Senseye 3', 'Security Lock']||['ENERGY STAR', 'TCO Certified Displays 6.0']|Yes|Yes|Yes|Yes|472 mm|||178°|['110 V AC', '220 V AC']||BenQ Corporation|9H.L9NLB.QBE||1920 x 1080|Wall Mountable||1|2||27 W|||||PC|||GW2760HS|GW2760HS Widescreen LCD Monitor|GW|LCD Monitor|||4 ms|Full HD|"68.6 cm (27"")"||||Yes||300 mW||||||||178°|Yes|100 x 100|Yes||4.50 kg||623 mm|
|LS22C65UDC/EN, 2773803, Samsung, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Samsung|250 cd/m²|USB Hub|"UL (USA): UL 60950-1 CSA (Canada): CSA C22.2 No. 60950-1 TUV (Germany): EN60950-1 NEMKO (Norway): EN60950-1 KC (Korea): K60950-1 CCC (China): GB 4943-2001 PSB (Singapore): IEC60950-1 GOST (Russia): IEC60950-1, EN55022 SIQ (Slovenia): IEC60950-1, EN55022 PCBC (Poland): IEC60590-1, EN55022 NOM (Mexico): NOM-019-SCFI-1993 IRAM (Argentina): IEC60950-1 SASO (Saudi Arabia): IEC60950-1 EMC
FCC (USA) FCC Part 15, Subpart B class A CE (Europe) EN55022, EN55024 VCCI (Japan) V-3 (CISPR22) KCC (Korea): KN22, KN24 C-Tick (Australia): AS / NZS3548 (CISPR22) CCC (China): GB 9254-2008, GB 17625.1-2003"|Matte Black|16.7 Million Colours|||1,000:1||55.5 mm|210 mm||Yes|Yes|||['Off Timer', 'Eco Saving', 'MagicBright3', 'MultiScreen', 'MagicTune', 'MagicRotation']||['ENERGY STAR', 'EPEAT Gold', 'TCO Certified Displays']|Yes||No||301.9 mm|490.35 mm||178°|['110 V AC', '220 V AC']|3 Year|Samsung|LS22C65UDC/EN||1920 x 1080|Wall Mountable||1|||||||AD-PLS Technology|PC|||S22C650D|"21.5"" S22C650D Series 6 LED Business Monitor"|650|LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"||||No||||||||Yes|USB 2.0|178°|Yes|100 x 100|Yes||3.20 kg|4.75 kg|504.3 mm|504.30 mm
|220S4LCB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Philips|250 cd/m²||BSMICE MarkFCC Class BGOSTSASOSEMKOTUV ErgoTUV/GSUL/cUL|Black|16.7 Million Colours|||1,000:1||59 mm|227 mm|||Yes|||['TrueVision', 'SmartErgoBase', 'Security Lock', 'SmartPower', 'SmartImage']||['EPEAT Gold', 'WEEE', 'RoHS', 'ENERGY STAR 5.2', 'TCO Certified Displays 5.2']|Yes|Yes|||349 mm|509 mm||170°|['220 V AC', '110 V AC']||Philips Electronics|220S4LCB/00||1680 x 1050|||1||100 mW|15.70 W|||||['PC', 'Mac']|||220S4LCB/00|LCD Monitor, LED Backlight with SmartImage|S|LCD Monitor|Yes|25%|5 ms|WSXGA+|"55.9 cm (22"")"|||||60 Hz|100 mW||||||||160°|Yes|100 x 100|Yes||3.38 kg|5.20 kg|504 mm|504 mm
|278C4QHSN/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Philips|250 cd/m²||BSMICEFCC Class BGOSTSASOSEMKOTUV/ISO9241-307UL/cUL||16.7 Million Colours|||1,000:1||44 mm|197 mm||||||['Security Lock', 'SmartImage', 'SmartTxt', 'SmartKolor', 'Ambiglow']||['ENERGY STAR 5.0', 'WEEE', 'RoHS', 'EPEAT Silver', 'TCO Certified Displays 5.2']|Yes||Yes||376 mm|471 mm||178°|['220 V AC', '110 V AC']||Philips Electronics|278C4QHSN/00||1920 x 1080|||1||300 mW|28.20 W||||In-plane Switching (IPS) Technology|['PC', 'Mac']||Brilliance|278C4QHSN|Brilliance LCD Monitor with Ambiglow||LCD Monitor|||7 ms|Full HD|"68.6 cm (27"")"|||||60 Hz|400 mW||||||||178°|||Yes||5 kg|5.44 kg|623 mm|623 mm
|210-AAEB, DELU2713H, Dell, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Dell|350 cd/m²|['USB Hub', 'Card Reader']|||1.07 Billion Colors|||1,000:1||200.5 mm|200.50 mm||Yes|Yes|||['Cable Management', 'Security Lock', 'PremierColor Technology']||['ENERGY STAR', 'EPEAT Gold', 'TCO Certified Displays']|Yes|Yes|Yes||538.4 mm|378.20 mm||178°|['220 V AC', '110 V AC']|3 Year|Dell, Inc|210-AAEB||2560 x 1440|Wall Mountable||1|||130 W|"UltraSharp U2713H 68.47 cm (27"") Monitor with PremierColor Power Cable DVI-D Cable DisplayPort Cable (Mini DP to DP) USB 3.0 Upstream Cable Cable Tie Drivers and Documentation Media Colour Calibrated Factory Report Quick Setup Guide Safety Information"|||Advanced High Performance In-plane Switching (AH-IPS) Technology|PC||UltraSharp|U2713H|"UltraSharp U2713H 68.47 cm (27"") Monitor with PremierColor"||LCD Monitor|||6 ms|WQHD|"68.6 cm (27"")"|Anti-glare||||60 Hz|500 mW||||||Yes|USB 3.0|178°|Yes||||6.30 kg||639.3 mm|639.30 mm
|RX-W22W, AGRXW22W, AG Neovo, LCD Monitor, Kingsfield Computer Products Ltd|||||||AG Neovo|300 cd/m²||UL/CULTUV/BaurtTÜV-ErgoCBGOST-RFCCCEBSMI|White|16.7 Million Colours||Yes|1,000:1||155 mm||||Yes|||||['RoHS', 'WEEE', 'REACH']|Yes||||392 mm|||170°|['220 V AC', '110 V AC']||AG Neovo Technology Corporation|RX-W22W||1680 x 1050|Wall Mountable||1||1.99 W|47.90 W|RX-W22 Widescreen LCD MonitorQuick GuideCD-ROM (User manual and Drivers)Power CordPower AdaptorD-Sub CableDVI-D CableCVBS BNC Connector Cable||||PC|||RX-W22|RX-W22 Widescreen LCD Monitor|RX|LCD Monitor|||3 ms|WSXGA+|"55.9 cm (22"")"|||||75 Hz|||||||||160°|Yes|100 x 100|Yes||6.90 kg||512 mm|
|9H.L6XLA.DBE, 3017679, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|BenQ|250 cd/m²|Speaker||Black|16.7 Million Colours|||12,000,000:1||173.9 mm||||Yes|||['Security Lock', 'Advanced Motion Accelerator (AMA)', 'Senseye 3', 'Eye-Care', 'Flicker-free']||['ENERGY STAR 5.1', 'TCO Displays 5.0']|Yes|Yes|Yes||399.9 mm|||170°|['110 V AC', '220 V AC']||BenQ Corporation|9H.L6XLA.DBE||1920 x 1080|Wall Mountable||1|2||30 W||||Twisted Nematic Film (TN Film)|PC|||GL2250HM|GL2250HM Widescreen LCD Monitor|GL|LCD Monitor|||2 ms|Full HD|"54.6 cm (21.5"")"||||Yes||300 mW|||||-5°to15°|||160°|Yes|100 x 100|Yes||3.80 kg||524.7 mm|
|UM.HB6EE.001, 8654K89, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Acer|300 cd/m²|||Dark Grey|16.7 Million Colours|||100,000,000:1||62 mm|247 mm||Yes|Yes|||||['TCO Certified Displays 6.0', 'EPEAT Gold']|Yes||||381 mm|558 mm||178°|['220 V AC', '110 V AC']|3 Year|Acer, Inc|UM.HB6EE.001|150 mm|1920 x 1080|||1||350 mW|28.50 W|B276HL Widescreen LCD Monitor1 x DVI Cable1 x Displayport Cable1 x VGA CablePower Cord|||Vertical Alignment (VA)||||B276HL|B276HL Widescreen LCD Monitor|B|LCD Monitor|||6 ms|Full HD|"68.6 cm (27"")"|Anti-glare|||Yes|60 Hz|450 mW||60°|||-5°to35°|||178°|Yes|100 x 100|Yes||4.90 kg|7.67 kg|640 mm|640 mm
|D7R00AT#ABU, 3125989, HP, LCD Monitor, Kingsfield Computer Products Ltd||Yes||Yes|16:9|LED|HP|250 cd/m²|USB Hub|WHQL CE CB KC KCC NOM PSB ICE TUV-S CCC SEPA ISC VCCI FCC BSMI||1.07 Billion Colors|||1,000:1||65.5 mm|242.40 mm||Yes||||Security Lock||['EPA', 'China Energy Label (CEL)', 'TCO Certified Displays', 'REACH', 'WEEE']|Yes|Yes|Yes||379.2 mm|420.40 mm||178°|['230 V AC', '120 V AC']|3 Year|Hewlett-Packard|D7R00AT#ABU||2560 x 1440|||1||||DreamColor Z27x Professional Display(D7R00AT) AC Power Cord DisplayPort Cable USB Cable HDMI Cable DisplayPort Mini Cable DVD Documentation Kit Factory Calibration Report|||In-plane Switching (IPS) Technology|PC||Business|Z27x|DreamColor Z27x Professional Display(D7R00AT)|Z|LCD Monitor|||7 ms|WQHD|"68.6 cm (27"")"|Anti-glare|||||1.20 W||45°|||-5°to20°|Yes|USB 3.0|178°|||||8.80 kg||641 mm|641 mm
|C9V73AT#ABU, HP, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|HP|250 cd/m²|USB Hub||Black||||1,000:1||51 mm|228.90 mm||Yes|Yes|||Security Lock||['TCO Certified Displays', 'WEEE', 'EPEAT Gold', 'ENERGY STAR', 'REACH']|Yes|Yes|||289 mm|434.80 mm||170°|['110 V AC', '220 V AC']|3 Year|Hewlett-Packard|C9V73AT#ABU||1600 x 900|||1|||30 W|Advantage E201 Widescreen LCD MonitorUSB CableVGA CableAC Power CablePrinted DocumentationCD-ROM||||||Advantage|E201|Advantage E201 Widescreen LCD Monitor||LCD Monitor|||5 ms|HD+|"50.8 cm (20"")"|Anti-glare|||||500 mW||||||Yes|USB 2.0|160°|||Yes||5.20 kg||472.8 mm|472.80 mm
|60003323, 3967786, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|NEC Display|250 cd/m²|USB Hub||White|1.07 Billion Colors|||1,000:1||73.7 mm|228.60 mm|Landscape/Portrait|Yes|Yes|||['Carbon Footprint Meter', 'CableComp+', 'TileMatrix Support', 'TileComp', 'Digital Uniformity Compensation', 'Ambient Light Sensor']||['RoHS', 'ENERGY STAR 5.0', 'TCO Certified Displays 5.2']|Yes|Yes|Yes||322.6 mm|528.32 mm||178°|||NEC Display Solutions|60003323||1920 x 1080|||1|||29 W||||In-plane Switching (IPS) Technology|PC||MultiSync|P232W|"23"" Widescreen Professional Graphics Desktop Monitor"|P|LCD Monitor|||8 ms|Full HD|"58.4 cm (23"")"|||||85 Hz|300 mW||||||Yes||178°|Yes|100 x 100|Yes|||9.20 kg|543.6 mm|543.56 mm
