3d compatibility|<page title>|ac adapter included|ac power in|annual energy consumption|anschlüsse|aspect ratio|audio input|audio output|auflösung empfohlen|backlight type|bezel width bottom|bezel width side|bezel width top|bildformat|blickwinkel horizontal|blickwinkel vertikal|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|camera included|card reader integrated|certification|colour|colour of product|common interface ci|common interface plus ci|compatible memory cards|compatible with vesawall mounting system|compliance industry standards|composite sync|composite video in|connection to pc|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h|dimensions w x d x h with stand|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display type|display viewable area hxv|displaygröße|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|eigenschaften|electromagnetic compatibility|energy efficiency class|energy star certified|epeat compliance|ethernet lan|ethernet lan connection|farbe allgemein|farbe herstellerspezifisch|feet colour|full hd|gewicht netto|glossy display|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|hdready|headphone connectivity|headphone out|headphone outputs|height|height adjustment|height with stand|helligkeitleuchtstärke|horizontal scan range|input frequency|input voltage|io ports|kontrastverhältnis|lcd paneltechnologie bzw tm |led backlight|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|megapixel|microphone in|mobile highdefinition link mhl|netzteil|nonoperating altitude|number of colours|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating relative humidity range|operating temperature range tt|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption|power consumption active|power consumption average|power consumption economy mode|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|prüfzeichenzertifikatezulassungen|quantity|quick start guide|reaktionszeit|relative humidity|response time|rms rated power|rotating|safety|screen saving functions|separate hv sync|signalart|standby led|storage relative humidity hh|storage relative humidity range|storage temperature range tt|storage temperature tt|strahlungsnorm|supported graphics resolutions|supported video modes|svideo in|svideo inputs quantity|swivel|swivel angle|swivel angle range|swivel webcam|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|usb powered|user guide on cdrom|vertical scan range|vesa bohrung|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported|wireless lan connection
N|B1780SD-W1 - Iiyama ProLite B1780SD-1 LED monitor - Xpcpro.com||Y|||5:4||||||||||||N||Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA|||CE, TÜV-Bauart, VCCI-B, TCO, GOST-R||White|||||||||5000000:1|1000:1||230 mm||24 - 80 kHz|55 - 75 Hz|||LED|250 cd/m²|"17 """|43.18 cm|16.77 M|1280 x 1024 pixels||Matt|TNFilm|||||Y|1|||||Unspecified|Y|||||||||||N|Y|||||||399.5 mm|Y||||50/60 Hz|100 - 240 V|||||||Y||||||||||2|9||Y|CHI SIMPL, DEU, DUT, ENG, FRE, JPN, POL, RUS|Y||||||||||||||Y|0 - 90 °|0.264 x 0.264 mm||||||||||0.5 W|14 W|||||||Y|||5 ms|2 W||||Y||||||||1280 x 1024 SXGA||||||-45 - 45 °||Y||N||-3 - 22 °|N|||||||100 x 100 mm|1||431.8 mm|337.9 mm|270.3 mm|170 °|160 °||Y|4400 g||370 mm|||Windows 2000, Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows 95, Windows 98, Windows ME, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64, Windows XP Home, Windows XP Home x64, Windows XP Professional, Windows XP Professional x64|
-|E2280WSD-B1 - Iiyama ProLite E2280WSD-B1 LED - Xpcpro.com|||- kWh||16:10||||||||||||N||Y||Kensington||||||Black|||||||||5000000:1|1000:1||204.5 mm||||||LCD|250 cd/m²|"22 """||16.77 M|1680 x 1050 pixels|||TNFilm||||||1|-||||Unspecified||||||||N|||||Y||-|||||395.5 mm||||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2 pcs|||||||||||||||||||||0.282 x 0.282 mm||||||||||- W|21 W||||||||||5 ms|2 W||||Y||||||||Unspecified||||||||||N||-4 - 21 °|N|-||||55 - 75 Hz||100 x 100 mm|1|||473.7 mm|296.1 mm|178 °|170 °||Y|3600 g||512.5 mm||||
N|23MB35PM-B - LG FLATRON 23MB35PM-B LED 58CM23I - Xpcpro.com|||||16:9|Y|Y||||||||||N||Y||N|Audio 3.5mm, DVI, VGA|||||Black|||||||||5000000:1|1000:1||61 mm|246 mm|||||LCD|250 cd/m²|"23 """||16.77 M|1920 x 1080 pixels|||IPS|||||Y|1|||||Unspecified|Y|Gold||||||||||Full HD|Y|||||||335 mm|Y|367 mm||||||||||||Y|||||||||2|||Y|||||||||6400 g|202 mm|413 mm|626 mm||||||0.265 x 0.265 mm||Y|||||27 W|||0.3 W|21 W|||||||Y|||5 ms|1 W||||||||||||1920 x 1080 HD 1080||||||||||N|Y|20 - 5 °|N|||||||75 x 75 mm|1|||||178 °|178 °||Y|4200 g|4500 g|548 mm|548 mm|||
N|LS19C45KMRV/EN - Samsung S19C450MRV LED monitor - Xpcpro.com|||||5:4|Y|Y||||||||||N||Y||||||||Black|||||||||Mega Contrast|1000:1||55 mm|210 mm|||||LED|250 cd/m²|"19 """||16.77 M|1280 x 1024 pixels||||||||Y||||||Unspecified|Y|Gold|||||||||||N|||||||336 mm|Y||||50/60 Hz|100 - 240 V|||||||||||||||||2|||||||10 - 80 %|||10 - 40 °C||6000 g|447 mm|187 mm|525 mm||||||0.294 x 0.294 mm||||||||||0.1 W|19 W||||||||||5 ms|2 W||||||||||||||||||-45 - 45 °||Y|||Y|-3 - 25 °|N|||||||100 x 100 mm|1|||||170 °|160 °||Y|2950 g|4450 g|407 mm|407 mm|||
No|T48MNEU - Lenovo ThinkVision LT1952p - LED monitor - Xpcpro.com||Yes|||16:10||||LED||||||||||No||Kensington||No||||Black||||||||||1000:1||171.3 mm||||||LED|250 cd/m²|"482.6 mm (19 "")"|||1440 x 900 pixels|||||255.15 x 408.24 mm||||1||||||Yes|||||||No|||||Yes|||||||397.7 mm|110 mm|||||||||||||||||||||||8||Yes|||||10 - 80 %|0 - 40 °C||||||||||No||0.2835 x 0.2835 mm|||17 W|||||0.5 W|||||||||||||5 ms|||||||||||||1440 x 900 (WXGA+)||||-45 - 45 °||||||No||-3 - 20 °|No|||||||100 x 100 mm|1|||||170 °|160 °||Yes|4300 g||440.9 mm|||Yes|
|60003681 - NEC MultiSync E243WMI-BK LED monitor - Xpcpro.com|||||16:9|Y|||W-LED||||||||N||Y|||Audio 3.5mm, VGA|||ENERGY STAR 6.0TCO 6.0EPEAT SilverRoHS||Black||||||||||1000:1||58.5 mm|213.9 mm|||||LED|250 cd/m²|"23.8 """||16.77 M|1920 x 1080 pixels|||IPS||||1|Y|1|||||Unspecified|Y|Silver||||||||||Full HD|Y|||||||331.4 mm|Y|379.6 mm||31.5 - 81.1 kHz||||||||||Y|||||||12192 m||||||||2000 m|20 - 80 %|||5 - 35 °C|||||||||Y||||Y||||||||0.4 W|19 W|||||||Y|||5 ms||||||||10 - 85 %|||10 - 60 °C||1920 x 1080 HD 1080||||||||Y|Y||||N|||||56 - 76 Hz||100 x 100 mm|1|||||178 °|178 °||Y|4300 g|6300 g|557.8 mm|557.8 mm||Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64|
|"P1X15HV0EA1-A3 - Neovo X15w,  LCD monitor 15"",  - Xpcpro.com"|||||||||||||||||N||N||Kensington||||UL/CUL,TUV/Baurt, CB, GOST-R, FCC, CE, BSMI, WEEE, RoHS, Vista/Basic||White|||||DCC 2B, DCC/CI|||||-||155 mm||||||TFT|320 cd/m²|"15 """||16.7 M|1024 x 768 pixels|||||||||1||||||Y|||||||||||||||||||359 mm||||30 - 60 kHz|||1 x 4-Pin Mini Din S-Video1 x CVBS Jack|||||||||50000 h|||||||||||||||10 - 90 %|0 - 40 °C|||7000 g|217 mm|445 mm|477 mm||||||0.297 x 0.297 mm||Y||||||1 W||2 W|36 W|||100-240V, 50/60Hz|||||||4 ms|||||||||5 - 95 %|-20 - 60 °C|||||||||||||||0 - 20 °|N|||||56 - 75 Hz||100 x 100 mm|1||381 mm|||140 °|125 °|||4800 g||380 mm||||
|"60002794 - NEC MultiSync LCD175M - Monitor  17"" - - Xpcpro.com"|||||||||||||||||||No||||No||||Silver||||||||||1000:1||||31.5 - 81.1 kHz|56 - 76 Hz|368 x 61 x 320 mm|368 x 230 x 408 mm|TFT LCD|250 cd/m²|"43.2 cm (17 "")"|||1280 x 1024 pixels|||||||||1|||||||||||||||||||||||||||||||||||||||||||||||0 M||||||||||||||||||||||0.264 x 0.264 mm||Yes|21 W||||||0.4 W||||Yes||||||||5 ms||||||||||||||||||||||||||No||||||||1|||||85 °|85 °|||4000 g|6500 g|||||
N|VG2233-LED - ViewSonic VG2233-LED LED monitor - Xpcpro.com||Y|||16:9||||||||||||N||N|||AC, VGA|||||Black||||||Y|||20000000:1|1000:1||51 mm|204.3 mm|||||LED|250 cd/m²|"['56 cm', '21.5 ""']"|||1920 x 1080 pixels|Y|||||||Y||||||Unspecified||||||||||||Full HD||||||||311.6 mm|Y|361 mm|||50/60 Hz|100 - 240 V|||||||Y|||||||||||||Y|||||10 - 90 %|0 - 40 °C|||6030 g|167 mm|393 mm|624 mm||||Y|0 - 90 °||||||||||||22 W|||||||Y|||5 ms|||||Y||||||||1280 x 1024 SXGA, 1920 x 1080 HD 1080||||||0 - 340 °||Y|Y|N|Y|-5 - 25 °|N|||||||100 x 100 mm|1|||||170 °|160 °||Y|3090 g|4680 g|505.6 mm|505.6 mm|||
N|"24MB65PM-W - LG FLATRON 24MB65PM-W LED 24"" - Xpcpro.com"|||||16:10||||||||||||N||Y||||||||White||||||||||1000:1||239 mm||||||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1200 pixels|||IPS|||||Y|1|||||Unspecified||||||||||||Full HD|Y||||||1|395 mm|||||||||||||||||||||||2||||||||||||||||Y|||Y||||Y|||||||||||||||||||5 ms|2 W||||||||||||1920 x 1200 WUXGA||||||15 - 68 °||Y|||Y||N|||||||||||||178 °|178 °||Y|5400 g||558 mm||||
No|273P3LPHES/00 - Philips Brilliance P-line - Xpcpro.com|||||16:9||||||||||||||Yes||Kensington||N/A||EnergyStar 5.0, RoHS, EPEAT Gold||Silver|||||BSMI, CE Mark, FCC Class B, GOST, PSB, SASO, SEMKO, TUV Ergo, TUV/GS, TCO certified, UL/cUL, WEEE||||20000000:1|1200:1||65 mm|244 mm|30 - 83 kHz|56 - 75 Hz|||TFT-LCD|300 cd/m²|"685.8 mm (27 "")"||16.77 M|1920 x 1080 pixels|Yes||||||||1|||||Unspecified||||||||Yes|||||N/A|||||||391 mm|110 mm|528 mm|||50/60 Hz|100 - 240 V||||Yes|||Mac OS X 10.0 Cheetah, Mac OS X 10.1 Puma, Mac OS X 10.2 Jaguar, Mac OS X 10.3 Panther, Mac OS X 10.4 Tiger, Mac OS X 10.5 Leopard, Mac OS X 10.6 Snow Leopard, Mac OS X 10.7 Lion|||30000 h|||||||2 pcs|8||Yes|CHI (SIMPL),DEU, ENG, ESP, FRE, ITA, POR, RUS|||||0 - 40 °C||||300 mm|446 mm|750 mm||||Yes|0 - 90 °|0.311 x 0.311 mm||Yes|20.4 W|||||0.3 W|16.7 W|0.5 W||||||||||20 - 80 %|3.5 ms|||||Yes|||||-20 - 60 °C|||Unspecified||||-65 - 65 °|||||Yes|N/A||-5 - 20 °|N/A|3||||||100 x 100 mm|1||686 mm|597.6 mm|336.2 mm|178 °|170 °||Yes|6380 g|8740 g|642 mm|642 mm||Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64|
N|"E2260PQ/BK - AOC e2260Pq  LED monitor 22"" 1680 x - Xpcpro.com"||Y|||16:10||||W-LED|||||||N|||Y||Kensington|AC, Audio 3.5mm, DVI, VGA|||CE, CU, Energy Star 6.0, EPEAT Silver, EuP, ISO 9241-307, RoHS, TCO 6.0, TÜV-GS, Ukrain Safety||Black|||||||||50000000:1|1000:1|||244.6 mm|30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"22 """|55.9 cm|16.77 M|1680 x 1050 pixels|||TN||||1|Y|1|||||Unspecified|Y|Silver|N||||||||||Y||||||||Y|408.3 mm|||50/60 Hz|100 - 240 V|||||Y|||||70000 h||||||||||Y||Y|||||||7220 g|413 mm|177 mm|652 mm||||Y||0.282 x 0.282 mm||Y||||||0.5 W||0.5 W|19 W||Y||||||||2 ms|||||||Y||||||1680 x 1050 WSXGA||||||||Y||N|Y|-5 - 22 °|||||Y|||100 x 100 mm|1|||476.64 mm|268.11 mm|170 °|160 °||Y||5650 g|507.8 mm|507.8 mm|N||
N|"LS24D391HL/EN - Samsung LED monitor  23.6"" 1920 x - Xpcpro.com"|Y||31 kWh||||N||||||||||N||N||||||||White|||||||||Mega Contrast||Y|80.1 mm|209.8 mm|30 - 81 kHz|56 - 75 Hz|||LED|250 cd/m²|"24 """|59.94 cm|16.77 M|1920 x 1080 pixels|||PLS|||||N||||||A|Y||||||||||||Y||1|||||332.5 mm|N|409.2 mm|||||||||||Y|||||||||||||Y|||||||||5000 g|132 mm|393 mm|615 mm||||||0.272 x 0.272 mm||Y|||||||||21 W||||||||||5 ms||||||||||||||||||||||||Y||N||||||||1|||||178 °|178 °||||3700 g|547.8 mm|547.8 mm||Y|
N|284E5QHAD/00 - Philips E-line 284E5QHAD LED - Xpcpro.com|||||16:9||||W-LED||||||||N||Y||Kensington||||RoHS, Lead-free, Mercury Free||Black, Cherry|||||||||20000000:1|3000:1||54 mm|237 mm||||663 x 485 x 237 mm|LCD|300 cd/m²|"28 """|71.1 cm|16.77 M|1920 x 1080 pixels|Y||MVA|||||N|||619.8 x 348.6 mm|||Unspecified|Y|Silver||||||||||Full HD|Y||1|||Y||390 mm|N|485 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||||Y|Y||30.000 h|||Y||12192 m||2|||Y|CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR|Y|3658 m|20 - 80 %|||0 - 40 °C|711 x 542 x 116 mm|6600 g|116 mm|542 mm|711 mm|Y|||||0.32 x 0.32 mm||Y||23.18 W|||23.18 W|0.3 W||0.5 W|||||||||||6.5 ms|14 W||||Y||||||-20 - 60 °C||1920 x 1080 HD 1080|1080p||||||||Y|N|Y|-5 - 20 °|N|||||56 - 75 Hz||100 x 100 mm|1|||||176 °|176 °||Y|4210 g|4730 g|663 mm|663 mm||Y|
N|"P2460PXQ - AOC P2460Pxq LED monitor 24"" 1920 x - Xpcpro.com"|||||16:10||||W-LED||||||||||Y||Kensington|Audio 3.5mm, DisplayPort, DVI, VGA|||CE EuP RoHS TUV-GS TCO 6.0CU ISO9241-307||Black|||||||||20000000:1|1000:1|Y|244.6 mm||30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1200 pixels|||PLS||||1|Y|1|||||Unspecified|Y|Gold|||||||||||Y|||||||553.4 mm|Y||||50/60 Hz|100 - 240 V|||||||||||||||||2|||Y|||||||||8580 g|186 mm|455 mm|680 mm||||Y||0.269 x 0.269 mm||Y||||||0.5 W||1 W|24 W||||||||||5 ms|4 W||||||||||||1920 x 1200 WUXGA||||||||Y|||Y|-6.5 - 23 °|||||||||1|||518.4 mm|324 mm|178 °|178 °|||6650 g||558.4 mm||||
|E2773HS-GB1 - Iiyama ProLite E2773HS-1  LED - Xpcpro.com|||||16:9||||||||||||N||Y||Kensington||||||Black|||||||||5000000:1|1200:1||239 mm||||||LCD|300 cd/m²|"27 """||16.77 M|1920 x 1080 pixels|||TNFilm||||||1||||||Y|||||||Y|||||Y||1|||||454.5 mm|N|||24 - 82 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2 pcs|||||||||||||||||||||0.311 x 0.311 mm|||||||||||29 W||||||||||1 ms|2 W||||Y||||||||||||||||||N||0 - 20 °|N|||||55 - 76 Hz||100 x 100 mm|1|||597.9 mm|336.3 mm|170 °|160 °||Y|5300 g||647 mm||||
N|E2460PQ/BK - AOC Professional E2460PQ  LED monitor - Xpcpro.com||Y|||16:9||||W-LED|||||||N|||Y||Kensington|AC, Audio 3.5mm, DVI, VGA|||CE, CU, Energy Star 6.0, EPEAT Gold, EuP, ISO 9241-307, RoHS, TCO 6.0, TÜV-GS, Ukrain Safety||Black|||||||||50000000:1|1000:1|||234.5 mm|30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1080 pixels|||TN||||1|Y|1|||||Unspecified|Y|Gold|N|||||||||Full HD|Y||||||||Y|393.6 mm|||50/60 Hz|100 - 240 V|||||Y|||||||||||||||Y||Y|||||||8230 g|187 mm|421 mm|693 mm||||Y||0.276 x 0.276 mm||Y||||||0.5 W||0.5 W|22 W||Y||||||||2 ms|||||||Y||||||1920 x 1080 HD 1080|1080p|||||||Y||N|Y|-5 - 22 °|||||Y|||100 x 100 mm|1|||531.36 mm|298.89 mm|170 °|160 °||Y||6380 g|565.4 mm|565.4 mm|N||
N|"60A8KAT2EU - Lenovo monitor 24"" ThinkVision LT2423 - Xpcpro.com"|||||16:9||||W-LED||||||||N||Y||Kensington||||TCO, ULE Gold, RoHS, TUV||Black|||||||||500000:1|1000:1||50 mm||||||LCD|250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels|||TNFilm|||||N||||||Unspecified|Y|Gold||||||||||Full HD|||1|||||343.7 mm|N||||||||||||||||||||||2|||||||10 - 80 %|||0 - 45 °C||||||||||||||||||||||21 W||Y||||||||5 ms|6 W||||||Y||||||1920 x 1080 HD 1080||||||||||N|Y|-5 - 22 °|N|||||||100 x 100 mm|1|||||170 °|160 °||Y|3760 g||567.1 mm|||Y|
|C221S3UCW/00 - Philips C221S3UCW  LED monitor  - Xpcpro.com|||||16:9||||W-LED||||||||||||Kensington||||RoHS||White|||||EMC: CE Mark, IEC/EN60601-1-2 Safety: CE Mark, IEC/EN60601-1 Ergonomic/Others: JIS Z2801, WEEE|||||1000:1||59 mm|201 mm|||||LED|150 cd/m²|"21.5 """|54.6 cm|16.77 M|1920 x 1080 pixels|Y||LCD/TFT|||||||||||Unspecified||Silver|||||White|||||Full HD|N|||||||323 mm|Y|402 mm|||50/60 Hz|100 - 120 V|||||Operation|||||30.000 h||||||||||Y|CHI SIMPL, ENG, ESP, FRE, ITA, POR, RUS|Y||20 - 80 %|||0 - 40 °C||5130 g|131 mm|461 mm|565 mm||||||0.248 x 0.248 mm||Y||||||||0.3 W|10.3 W||||||||||5 ms|||||||||||-20 - 60 °C||||||||||Y|||Y|||1||||||100 x 100 mm||||476.6 mm|268.1 mm|160 °|150 °||Y|3440 g|3850 g|507 mm|507 mm|||
|X19P0011E0100 - AG neovo X-19P 48.2CM 19IN LED - Xpcpro.com||||||Y||||||||||N|N||Y|N|Kensington|Audio 3.5mm, VGA|||CB, FCC, CE, GOST-R, WEEE, RoHS, REACH||Black|||||||1|||1000:1||175 mm||||||LED|250 cd/m²|"19 """|48.2 cm|16.77 M|1280 x 1024 pixels|||TFT|||||Y|1||||||||N|||||||||||||||||420 mm||||30 - 82 kHz||12 V||||||||Y|||||||||2|||||||10 - 90 %|||0 - 40 °C||9600 g|228 mm|525 mm|538 mm|Y|||||0.294 x 0.294 mm||||||||0.5 W||0.5 W|22 W||||||||||3 ms|3 W|||||||5 - 95 %|||-20 - 60 °C||1280 x 1024 SXGA, 1920 x 1080 HD 1080|||1|||||||N|||N||||Y|56 - 75 Hz||75 x 75, 100 x 100 mm|1|||||170 °|160 °||Y|6800 g||445 mm||N||
N|"24EB23PY-W - LG 24EB23PY-W, LED monitor 24"", 1920 - Xpcpro.com"||Y|||16:10||||W-LED|||||||N|N|N|Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA||N|RoHS, UL, CSA, SEMKO, NEMKO, CE||White|||N|||Y|||5000000:1|1000:1||57.9 mm|395 mm|30 - 83 kHz|56 - 75 Hz|||LED|300 cd/m²|"['24 ""', '60.96 cm']"||16.77 M|1920 x 1200 pixels|Y||IPS||||1||1|||||Unspecified|Y|Gold||N||||||||Full HD|Y||||3.5 mm|1||57.9 mm|Y|5400 mm||||||||||||Y||50000 h|||||||2 pcs|15||Y||Y|||||||6800 g|191 mm|444 mm|633 mm|Y|||N|0 - 90 °|0.269 x 0.269 mm||Y||||||0.3 W||0.3 W|25 W|||||||Y|||5 ms|2 W||||Y||||||||1920 x 1080 HD 1080, 1920 x 1200 WUXGA|1080p||||0 - 356 °|||Y|Y|N|Y|-5 - 23 °|N|2||||||100 x 100 mm|1|||516.94 mm|323.09 mm|178 °|178 °||N|4800 g||558.4 mm|558.4 mm|||N
N|"UM.VB6EE.005 - Acer B236HLymdpr LED monitor 23"" - Xpcpro.com"||Y|||16:9||||||||||||N||Y|||AC, DisplayPort, DVI, VGA|||||Grey|||||||||100000000:1|||||||||LCD|250 cd/m²|"['58.4 cm', '23 ""']"||16.77 M|1920 x 1080 pixels|||IPS|||||Y||||||Unspecified||Gold||||||||||Full HD|||||||||Y|||||110 - 220 V|||||||||||||||||2|||||||||||||||||||||||||||||0.35 W||0.45 W|21.9 W||Y||PC monitor||||||5 ms|||||||Y||||||1920 x 1080 HD 1080||||||||||N|||N|||||||N mm|1|||||178 °|178 °||N|||||||
N|60AAHAT1EU - Lenovo ThinkVision LT1913p  LCD - Xpcpro.com|||||4:3||||||||||||N||N||||||||Black||||||||||1000:1|Y|221.9 mm||||||LED|250 cd/m²|"19 """|||1280 x 1024 pixels|||IPS|||||Y|1|||||Unspecified||Gold||||||||Y||N||||||||378.3 mm|Y||||||||||||||||||||||||||||||10 - 80 %|0 - 40 °C||||||||||||||||||||||||||||||||||||||||||||||1280 x 1024 SXGA||||||-45 - 45 °||Y||N|Y|-5 - 30 °|N||||||||1|||378.3 mm|411 mm|||||4550 g||411 mm||||
N|"LS27D391HS/EN - Samsung S27D391H LED Monitor 27"" - Xpcpro.com"|Y||42 kWh||16:9|||||||||||N|N||N||N|VGA|||6.0||White|||||||||Mega Contrast|1000:1||375.8 mm|444.7 mm|||||LED|300 cd/m²|"27 """||16.77 M|1920 x 1080 pixels||Gloss|PLS|||||N||||||A|Y||N||||White||||N|Full HD|||1|||||79.6 mm|N|243.4 mm|||50/60 Hz|100 - 240 V|||||||Y||||||||||||||||||||||6500 g|437 mm|132 mm|694 mm||||||||Y|||29 W||22 W|||0.30 W|0.3 W|||||||Y|||5 ms|||||||Y||||||1920 x 1080 HD 1080|1080p|||||||||N||-1 - 20 °|N||||Y|||N mm|1|||||178 °|178 °||N|4300 g|4700 g|624.7 mm|624.7 mm|N|Y|
N|"T45HNEU - LENOVO ThinkVision LT1953, Monitor 19"" - Xpcpro.com"|||||16:10||||||||||||N||N||Kensington|AC|||RoHS, UL, IEC, NEMKO, TUV-GS, CCC, BSMI, NOM, ICCP, GOST, SISIR, ISC, JEITA, KS, FCC, IC, CE, VCCI||Black|||||||||10000000:1|1000:1||50.5 mm||||||LCD|250 cd/m²|"19 """||16.77 M|1440 x 900 pixels|||TNFilm||||||1|||||Unspecified|Y||||||||||||Y|||||||354 mm|N||||50/60 Hz|96 - 264 V||||||||Y||||||||||8||Y|||||10 - 80 %|0 - 40 °C|||4930 g|160 mm|131 mm|510 mm||||||0.2835 x 0.2835 mm|||||||20 W|0.5 W||0.5 W|17 W||Y|||||Y|||5 ms|||||||Y||5 - 95 %|-20 - 60 °C|||640 x 350, 720 x 400, 832 x 624, 1024 x 768 XGA, 1152 x 864 XGA, 1280 x 1024 SXGA, 640 x 480 VGA, 800 x 600 SVGA||||||||||N||-5 - 22 °|N|||||||100 x 100 mm|1|||408 mm|255 mm|170 °|160 °||Y|3000 g||443 mm||||
|24CAV23K-B - LG FLATRON 24CAV23K-B LED 61CM24I - Xpcpro.com||||DVI-I, D-Sub 15 pol., RJ-45 LAN, USB||||2.560 x 1.080|||||Wide 15:9/16:9/16:10|178 °|178 °|||||||||||||||||||||||||||||||||||||||||"61 cm 24"""||||||höhenverstellbar|||||||schwarz|Mattschwarz|||4,500 kg||||||||||||||300 cd/qm|||||1000 :1||||||||||||||||||||||||||||||||||||||||||||||||||||c-UL, UL, Energy Star, TÜV-Ergonomie, CE, FCC-B|||5 ms||||||||digital|||||||||||||||||||||||||||||||||||||||||||
N|"27MB65PY-W - LG FLATRON 27MB65PY-W LED Monitor 27"" - Xpcpro.com"|||||16:9|||||||||||N|||Y|||AC, Audio 3.5mm, DisplayPort, DVI, VGA|||TCOULcULTUV-GSTUV-ErgoFCCB, CEEPA 6.0ISO13406-2||White|||||||||Mega Contrast|1000:1||64 mm|259 mm|||||LED|250 cd/m²|"27 """||16.77 M|1920 x 1080 pixels|||IPS||||1|Y|1|||||Unspecified||Gold|N|||||||||Full HD|Y|||||||387 mm|Y|410 mm||30 - 83 kHz|50/60 Hz|100 - 240 V|||||Y|||Y|||||||||2|17||Y||Y|||||||9300 g|216 mm|467 mm|721 mm|Y|||Y|0 - 90 °|0.311 x 0.311 mm||Y||||||0.3 W||0.3 W|27 W||Y|||||Y|||5 ms|2 W||||||Y||||||1920 x 1080 HD 1080|1080p|||||||Y||N|Y|5 - 35 °||2||||56 - 75 Hz||100 x 100 mm|1|||||178 °|178 °||Y|5900 g|6500 g|644 mm|644 mm|N||
|"E2482HS-GB1 - Iiyama  E2482HS-GB1 Monitor LED 24""  - Xpcpro.com"|||||16:9||||||||||||N||Y||Kensington||||||Black|||||||||5000000:1|1000:1||213.5 mm||||||LCD|300 cd/m²|"['60 cm', '23.6 ""']"||16.77 M|1920 x 1080 pixels|||TNFilm||||||1|||||Unspecified|Y|||||||||||Full HD|Y||1|||||401 mm|N|||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2 pcs|||||||||||||||||||||0.2715 x 0.271 mm|||||||||||||||||||||2 ms|2 W||||Y||||||||||||||||||N|Y|-4 - 21 °|N|||||56 - 75 Hz||100 x 100 mm|1|||521.28 mm|293.22 mm|170 °|160 °||Y|4300 g||571.5 mm||||
